Year,Month,SST_Anomaly,ENSO_Phase
2011,Jul,-0.23,Neutral
2011,Jun,-0.25,Neutral
2011,Mar,-0.98,La Niña
2011,May,-0.53,La Niña
2011,Nov,-1.09,La Niña
2011,Oct,-0.93,La Niña
2011,Sep,-0.76,La Niña
2012,Apr,-0.29,Neutral
2012,Aug,0.66,Neutral
2012,Dec,-0.13,Neutral
2012,Feb,-0.61,Neutral
2012,Jan,-0.93,Neutral
2012,Jul,0.44,Neutral
2012,Jun,0.14,Neutral
2012,Mar,-0.48,Neutral
2012,May,-0.18,Neutral
2012,Nov,0.33,Neutral
2012,Oct,0.23,Neutral
2012,Sep,0.44,Neutral
2013,Apr,-0.08,Neutral
2013,Aug,-0.29,Neutral
2013,Dec,-0.09,Neutral
2013,Feb,-0.4,Neutral
2013,Jan,-0.42,Neutral
2013,Jul,-0.28,Neutral
2013,Jun,-0.33,Neutral
2013,Mar,-0.14,Neutral
2013,May,-0.28,Neutral
2013,Nov,-0.02,Neutral
2013,Oct,-0.24,Neutral
2013,Sep,-0.09,Neutral
2014,Apr,0.28,Neutral
2014,Aug,0.14,Neutral
2014,Dec,0.77,Neutral
2014,Feb,-0.45,Neutral
2014,Jan,-0.42,Neutral
2014,Jul,0.13,Neutral
2014,Jun,0.48,Neutral
2014,Mar,-0.07,Neutral
2014,May,0.45,Neutral
2014,Nov,0.89,Neutral
2014,Oct,0.48,Neutral
2014,Sep,0.37,Neutral
2015,Apr,0.9,El Niño
2015,Aug,1.87,El Niño
2015,Dec,2.56,El Niño
2015,Feb,0.57,El Niño
2015,Jan,0.59,El Niño
2015,Jul,1.56,El Niño
2015,Jun,1.28,El Niño
2015,Mar,0.48,Neutral
2015,May,1.04,El Niño
2015,Nov,2.57,El Niño
2015,Oct,2.21,El Niño
2015,Sep,2.01,El Niño
2016,Apr,1.05,El Niño
2016,Aug,-0.48,Neutral
2016,Dec,-0.51,Neutral
2016,Feb,2.11,Neutral
2016,Jan,2.56,Neutral
2016,Jul,-0.25,Neutral
2016,Jun,0.06,Neutral
2016,Mar,1.6,Neutral
2016,May,0.45,Neutral
2016,Nov,-0.63,Neutral
2016,Oct,-0.75,Neutral
2016,Sep,-0.46,Neutral
2017,Apr,0.22,Neutral
2017,Aug,-0.18,Neutral
2017,Dec,-0.85,Neutral
2017,Feb,-0.01,Neutral
2017,Jan,-0.34,Neutral
2017,Jul,0.22,Neutral
2017,Jun,0.22,Neutral
2017,Mar,-0.09,Neutral
2017,May,0.3,Neutral
2017,Nov,-0.84,Neutral
2017,Oct,-0.52,Neutral
2017,Sep,-0.56,Neutral
2018,Apr,-0.36,Neutral
2018,Aug,0.05,Neutral
2018,Dec,0.97,Neutral
2018,Feb,-0.73,Neutral
2018,Jan,-0.86,Neutral
2018,Jul,0.27,Neutral
2018,Jun,0.12,Neutral
2018,Mar,-0.73,Neutral
2018,May,-0.12,Neutral
2018,Nov,1.0,Neutral
2018,Oct,0.84,Neutral
2018,Sep,0.3,Neutral
2019,Apr,0.67,Neutral
2019,Aug,0.19,Neutral
2019,Dec,0.51,Neutral
2019,Feb,0.62,Neutral
2019,Jan,0.51,Neutral
2019,Jul,0.41,Neutral
2019,Jun,0.66,El Niño
2019,Mar,0.81,El Niño
2019,May,0.61,El Niño
2019,Nov,0.74,El Niño
2019,Oct,0.55,El Niño
2019,Sep,0.11,Neutral
2020,Apr,0.49,Neutral
2020,Aug,-0.42,Neutral
2020,Dec,-0.98,Neutral
2020,Feb,0.48,Neutral
2020,Jan,0.64,Neutral
2020,Jul,-0.04,Neutral
2020,Jun,-0.21,Neutral
2020,Mar,0.36,Neutral
2020,May,-0.12,Neutral
2020,Nov,-1.01,Neutral
2020,Oct,-1.19,Neutral
2020,Sep,-0.66,Neutral
2021,Apr,-0.55,Neutral
2021,Aug,-0.38,Neutral
2021,Dec,-1.07,Neutral
2021,Feb,-0.94,Neutral
2021,Jan,-1.04,Neutral
2021,Jul,-0.2,Neutral
2021,Jun,-0.06,Neutral
2021,Mar,-0.72,Neutral
2021,May,-0.41,Neutral
2021,Nov,-0.88,La Niña
2021,Oct,-0.78,La Niña
2021,Sep,-0.5,La Niña
2022,Apr,-0.9,La Niña
2022,Aug,-0.96,La Niña
2022,Dec,-0.86,La Niña
2022,Feb,-0.68,La Niña
2022,Jan,-0.77,La Niña
2022,Jul,-0.56,La Niña
2022,Jun,-0.77,La Niña
2022,Mar,-0.84,La Niña
2022,May,-1.02,La Niña
2022,Nov,-0.76,La Niña
2022,Oct,-0.99,La Niña
2022,Sep,-1.06,La Niña
2023,Apr,0.24,Neutral
2023,Aug,1.56,Neutral
2023,Dec,1.81,Neutral
2023,Feb,-0.62,Neutral
2023,Jan,-0.78,Neutral
2023,Jul,1.2,Neutral
2023,Jun,0.95,Neutral
2023,Mar,-0.13,Neutral
2023,May,0.47,Neutral
2023,Nov,2.01,Neutral
2023,Oct,1.59,Neutral
2023,Sep,1.65,Neutral
